站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區
茶改場,17.4,30.8,9.4,128.5,290.47,2001,3,桃園市
桃園農改,18.8,31.1,10.7,131.4,290.11,2001,3,桃園市
五峰站,14,27.1,5.7,119.6,342.91,2001,3,新竹縣
苗栗農改,19.5,33.3,7.4,,384.56,2001,3,苗栗縣
台中農改,20.2,31.6,10.4,210.4,331.36,2001,3,台中市
臺大溪頭,14.3,24.4,6.5,,309.59,2001,3,南投縣
雲林分場,19.8,31.7,9.8,155.4,369.56,2001,3,雲林縣
義竹分場,20.7,31.2,9.4,,528.31,2001,3,嘉義縣
畜試所,21.3,32.8,10.3,165.2,357.3,2001,3,臺南市
高雄農改,23,32.3,14.8,190.5,364.59,2001,3,屏東縣
恆春畜試,23.3,32.2,17.6,210,560.44,2001,3,屏東縣
蘭陽分場,19,28.8,10.8,95.3,356.93,2001,3,宜蘭縣
花蓮農改,19.7,29.1,11.2,66.5,287.77,2001,3,花蓮縣
斑鳩分場,19.9,31.25,12,74.35,207.825,2001,3,台東縣
農業試驗所,20.5,31.7,11.7,133,336.56,2001,3,台中市
茶改場,20.9,35.1,12.2,81.9,245.2,2001,4,桃園市
桃園農改,21,30.9,14.8,76.1,252.07,2001,4,桃園市
五峰站,16.7,27.2,7.2,94.15,257.17,2001,4,新竹縣
苗栗農改,*21.0,*32.9,*12.1,,*254.54,2001,4,苗栗縣
台中農改,22.4,32.3,14.4,147.8,267.17,2001,4,台中市
臺大溪頭,16.9,24.6,9.6,,221.63,2001,4,南投縣
雲林分場,22.6,34.5,13.2,96.7,324.87,2001,4,雲林縣
義竹分場,23,33.4,13.3,,433.82,2001,4,嘉義縣
畜試所,23.6,34.1,15.3,114.5,324.37,2001,4,臺南市
高雄農改,25.3,33.8,17.7,111.1,303.49,2001,4,屏東縣
恆春畜試,25.7,35,19.8,159.3,529.12,2001,4,屏東縣
蘭陽分場,21.6,31,14.9,59.7,320.74,2001,4,宜蘭縣
花蓮農改,22.2,31.1,16.2,45.4,258.86,2001,4,花蓮縣
斑鳩分場,21.8,31.7,15.2,27,168.81,2001,4,台東縣
農業試驗所,22.6,32.5,14.7,69.1,283.76,2001,4,台中市
茶改場,25.1,35.7,18.6,109,323.13,2001,5,桃園市
桃園農改,24.6,30.7,18.5,71.9,321.67,2001,5,桃園市
五峰站,20.4,28.9,15.7,74.3,344.68,2001,5,新竹縣
苗栗農改,,,,,,2001,5,苗栗縣
台中農改,26.1,32.5,20.4,203.7,348.51,2001,5,台中市
臺大溪頭,19.3,25.9,12.1,,271.41,2001,5,南投縣
雲林分場,26.1,34,20.6,104.1,385.64,2001,5,雲林縣
義竹分場,26.4,33.3,20.6,,499.34,2001,5,嘉義縣
畜試所,26.6,33.9,21.1,99.2,327.96,2001,5,臺南市
高雄農改,27.3,34.5,22.1,107.8,338.72,2001,5,屏東縣
恆春畜試,26.85,32.75,21.25,142.8,598.145,2001,5,屏東縣
蘭陽分場,24.1,31.1,18.7,47.5,314.05,2001,5,宜蘭縣
花蓮農改,24.7,30.7,19.6,44.1,307.96,2001,5,花蓮縣
斑鳩分場,24.1,32,19.7,43.7,210.86,2001,5,台東縣
農業試驗所,26.1,33.3,20.8,89.8,342.38,2001,5,台中市
茶改場,28.4,37.5,19.9,231,479.31,2001,6,桃園市
桃園農改,*27.6,*35.1,*19.5,*153.3,*435.56,2001,6,桃園市
五峰站,21.6,29.9,16.7,125.3,411.37,2001,6,新竹縣
苗栗農改,27.3,33.7,19.3,,545.43,2001,6,苗栗縣
台中農改,27.8,33.6,21,241.2,414.24,2001,6,台中市
臺大溪頭,20,26.2,16.3,,296.3,2001,6,南投縣
雲林分場,27.5,35.1,21.1,185.4,435.67,2001,6,雲林縣
義竹分場,27.9,34.9,21.3,,589.75,2001,6,嘉義縣
畜試所,27.7,35.7,22.6,171,376.54,2001,6,臺南市
高雄農改,28.2,36.6,23.8,167.7,393.68,2001,6,屏東縣
恆春畜試,,,,,,2001,6,屏東縣
蘭陽分場,26.9,35.6,18.6,148.5,529.2,2001,6,宜蘭縣
花蓮農改,27.1,34.4,20.5,72.4,517.83,2001,6,花蓮縣
斑鳩分場,26,35.5,20.5,102.6,329.05,2001,6,台東縣
農業試驗所,27.3,34.6,21,149.8,405.89,2001,6,台中市
桃園農改,28.7,36.1,22.6,170.4,486.89,2001,7,桃園市
茶改場,28.7,38.3,21.9,212.4,433.65,2001,7,桃園市
五峰站,22.1,29.6,18.6,99.1,350.3,2001,7,新竹縣
苗栗農改,,,,,467.64,2001,7,苗栗縣
農業試驗所,28.4,35.9,23.4,103.1,370.81,2001,7,台中市
臺中農改,28.6,35.9,23.5,*202.4,376.93,2001,7,彰化縣
臺大溪頭,20.7,28.25,16.4,,349.45,2001,7,南投縣
雲林分場,28,35.6,22,135.6,397.36,2001,7,雲林縣
義竹分場,28.5,35.2,23.4,,543.8,2001,7,嘉義縣
畜試所,27.9,34.8,22.7,134.7,356.1,2001,7,臺南市
恆春畜試,28,33.6,15.5,,,2001,7,屏東縣
高雄農改,28.1,36.9,23.4,137.9,347.07,2001,7,屏東縣
蘭陽分場,28.6,36.9,23.1,172.6,598.96,2001,7,宜蘭縣
花蓮農改,28,34.7,22.7,206.6,577.66,2001,7,花蓮縣
斑鳩分場,26.7,37.05,21.25,140.85,374.115,2001,7,台東縣
茶改場,30.2,39.5,23.9,249.2,499.16,2001,8,桃園市
桃園農改,29.1,36.1,24.2,245.8,507.71,2001,8,桃園市
五峰站,22.4,29.8,18.4,154.1,419.07,2001,8,新竹縣
苗栗農改,28,35.8,23.2,,541.18,2001,8,苗栗縣
台中農改,29.1,34.8,23.9,*219.6,*335.41,2001,8,台中市
臺大溪頭,,,,,,2001,8,南投縣
雲林分場,28.5,36,22.6,189.2,448.3,2001,8,雲林縣
義竹分場,28.9,35.3,23.3,,608.74,2001,8,嘉義縣
畜試所,28.3,35.7,22.6,184.2,397.96,2001,8,臺南市
高雄農改,28.2,34.7,24.1,162.9,349.08,2001,8,屏東縣
恆春畜試,28.8,34,24.1,,690.34,2001,8,屏東縣
蘭陽分場,28.8,35.4,22.8,221.7,626.59,2001,8,宜蘭縣
花蓮農改,28.3,33.5,21.9,236.2,605.52,2001,8,花蓮縣
斑鳩分場,27.4,35.4,21.6,180.7,399.37,2001,8,台東縣
農業試驗所,,,,133.5,428.51,2001,8,台中市
茶改場,26,36.7,20.8,104.5,266.4,2001,9,桃園市
桃園農改,26.05,33.7,19.9,191,384.635,2001,9,桃園市
五峰站,20.2,28.4,15.1,77.1,272.37,2001,9,新竹縣
苗栗農改,25.3,33,18.3,,379.7,2001,9,苗栗縣
台中農改,26.3,32.8,21,180.5,297.11,2001,9,台中市
臺大溪頭,,,,,,2001,9,南投縣
雲林分場,25.9,33.6,19.7,110.8,323.4,2001,9,雲林縣
義竹分場,26.3,32.9,20.8,,443.76,2001,9,嘉義縣
畜試所,26.2,33.9,20.5,106.2,274.91,2001,9,臺南市
高雄農改,26.5,33.2,21.9,113.8,275.05,2001,9,屏東縣
恆春畜試,26.7,31.9,23,122.8,429.63,2001,9,屏東縣
蘭陽分場,26.2,33,21.3,89.5,331.38,2001,9,宜蘭縣
花蓮農改,26.1,31.5,21.4,84.5,361.13,2001,9,花蓮縣
斑鳩分場,25,33.9,20.3,77.5,227.31,2001,9,台東縣
農業試驗所,26.2,32.8,20.7,111.6,289.5,2001,9,台中市
桃園農改,23.3,29.1,18.8,210.3,352.17,2001,10,桃園市
茶改場,23.1,33.5,17.4,202.2,345.47,2001,10,桃園市
五峰站,18.3,25.4,12.4,133.6,358.53,2001,10,新竹縣
苗栗農改,22.9,30.7,16.1,,451.98,2001,10,苗栗縣
農業試驗所,24.3,31.4,18.4,130.3,352.15,2001,10,台中市
臺中農改,24.2,30.9,18.3,232.4,325.27,2001,10,彰化縣
臺大溪頭,,,,,,2001,10,南投縣
雲林分場,24.2,36.9,17.6,160.5,345.55,2001,10,雲林縣
義竹分場,24.5,31.8,18.2,,470.38,2001,10,嘉義縣
畜試所,24.9,32.6,18.3,135,309.24,2001,10,臺南市
恆春畜試,26.1,31.3,22.1,219.7,547.48,2001,10,屏東縣
高雄農改,26.2,33.1,21.4,111.3,275.24,2001,10,屏東縣
蘭陽分場,23,30.4,17.3,89.8,256.49,2001,10,宜蘭縣
花蓮農改,23.5,30.7,17,78,299.02,2001,10,花蓮縣
斑鳩分場,23.3,34,16.8,124.1,270.07,2001,10,台東縣
桃園農改,19.4,30.5,11.1,192.2,279.34,2001,11,桃園市
茶改場,18.5,29.7,12.6,173.7,277.41,2001,11,桃園市
五峰站,13.9,24.7,6.2,124.2,305.45,2001,11,新竹縣
苗栗農改,18.5,31,8,,379.28,2001,11,苗栗縣
農業試驗所,19.8,32.5,10.2,153.8,300.03,2001,11,台中市
臺中農改,20.3,32.6,12.9,214.1,272.37,2001,11,彰化縣
臺大溪頭,,,,,,2001,11,南投縣
雲林分場,19.8,34.2,9.4,116.8,293.13,2001,11,雲林縣
義竹分場,20,32.9,10.8,,404.11,2001,11,嘉義縣
畜試所,20.4,32.6,10.9,148.6,275.74,2001,11,臺南市
恆春畜試,23.7,31.4,18.7,190.1,446.13,2001,11,屏東縣
高雄農改,22.5,34.1,14.1,133.5,244.73,2001,11,屏東縣
蘭陽分場,19.4,33.3,13.1,88.4,219.9,2001,11,宜蘭縣
花蓮農改,20.5,29.8,12.3,99.1,279.13,2001,11,花蓮縣
斑鳩分場,20,30.1,12.5,116.4,222.05,2001,11,台東縣
桃園農改,17.3,29.2,8.5,131.9,221.77,2001,12,桃園市
茶改場,16.2,27.3,6.1,132.5,225.39,2001,12,桃園市
五峰站,12.5,25.7,0.4,103.6,252.89,2001,12,新竹縣
苗栗農改,16.6,28.3,3.2,,280.62,2001,12,苗栗縣
農業試驗所,18.4,31.1,4.2,96,249.16,2001,12,台中市
臺中農改,18.2,29.6,6.5,179.8,232.97,2001,12,彰化縣
臺大溪頭,,,,,,2001,12,南投縣
雲林分場,18,30.8,3,126.6,255.94,2001,12,雲林縣
義竹分場,18.3,30.6,5.1,,363.59,2001,12,嘉義縣
畜試所,18.7,30.3,6.3,120.2,285.72,2001,12,臺南市
恆春畜試,21.8,28.1,15.6,171.6,408.02,2001,12,屏東縣
高雄農改,20.6,31,9.3,102.4,230.15,2001,12,屏東縣
蘭陽分場,17.7,26.7,8.2,76.7,204.07,2001,12,宜蘭縣
花蓮農改,18.8,27.5,9.3,67.6,218.29,2001,12,花蓮縣
斑鳩分場,18.2,28.4,8,83.7,182.62,2001,12,台東縣
茶改場,14.2,27,6.5,110.2,209.28,2002,1,桃園市
桃園農改,15.3,28.3,3.7,123.2,203.72,2002,1,桃園市
五峰站,10.6,23.5,2.6,115.85,266.35,2002,1,新竹縣
苗栗農改,14.8,29.9,3.2,,311.96,2002,1,苗栗縣
台中農改,16.2,29.9,5.6,189.5,247.53,2002,1,台中市
臺大溪頭,,,,,,2002,1,南投縣
雲林分場,16,30.7,4,172.8,302.44,2002,1,雲林縣
義竹分場,16.6,30.2,5.5,,414.33,2002,1,嘉義縣
畜試所,17.4,31,6.5,173.6,324.37,2002,1,臺南市
高雄農改,19.7,33.2,11,163.8,263.44,2002,1,屏東縣
恆春畜試,21.1,29.3,11.6,198,462.05,2002,1,屏東縣
蘭陽分場,16.3,28.2,8.1,109.4,236.61,2002,1,宜蘭縣
花蓮農改,17.1,27.4,7.9,83,218.84,2002,1,花蓮縣
斑鳩分場,16.9,27.7,8.8,75.5,164.21,2002,1,台東縣
農業試驗所,16.6,30.8,5.4,128.6,269.59,2002,1,台中市
桃園農改,16.5,25.5,9.6,129,243.81,2002,2,桃園市
茶改場,15.5,25.9,9.3,114.15,200.92,2002,2,桃園市
五峰站,11.9,21,5,80.8,259.03,2002,2,新竹縣
苗栗農改,16.4,27.1,9.8,,315.9,2002,2,苗栗縣
農業試驗所,18.5,28.1,10.6,129.4,295.01,2002,2,台中市
臺中農改,18.2,28.1,10.3,200,280.89,2002,2,彰化縣
臺大溪頭,,,,,,2002,2,南投縣
雲林分場,18.2,28.6,10.3,170.8,328.01,2002,2,雲林縣
義竹分場,18.4,28.5,10.5,,457.07,2002,2,嘉義縣
畜試所,18.9,28.5,10.7,171.4,346.37,2002,2,臺南市
恆春畜試,21,27.3,15.9,176.1,449.27,2002,2,屏東縣
高雄農改,20.5,29.4,13.7,152.1,268.1,2002,2,屏東縣
蘭陽分場,17.2,27.1,11.8,73.8,204.72,2002,2,宜蘭縣
花蓮農改,17.7,26.7,11.5,57.1,196.52,2002,2,花蓮縣
斑鳩分場,17.2,26.1,11.7,52.7,143.79,2002,2,台東縣
茶改場,19,29.6,10.1,116.6,269.29,2002,3,桃園市
桃園農改,19.8,27.8,12.4,129.3,279.72,2002,3,桃園市
五峰站,15.2,24.4,5.4,108.9,323.35,2002,3,新竹縣
苗栗農改,19.9,30.5,8.3,,343.43,2002,3,苗栗縣
台中農改,*21.7,*30.1,*13.9,*164.8,*270.94,2002,3,台中市
臺大溪頭,,,,,,2002,3,南投縣
雲林分場,21.1,31.6,11.4,149.2,349.12,2002,3,雲林縣
義竹分場,21.9,31.5,13.1,,481.67,2002,3,嘉義縣
畜試所,22.6,33.8,13.2,152.2,350.19,2002,3,臺南市
高雄農改,23.7,31.7,15.4,149.2,316.83,2002,3,屏東縣
恆春畜試,23.6,30.3,17.3,188.7,533.87,2002,3,屏東縣
蘭陽分場,20.7,28.3,11.6,124,361.93,2002,3,宜蘭縣
花蓮農改,20.9,28.6,10.9,78.8,308.64,2002,3,花蓮縣
斑鳩分場,20.3,33.6,10.6,80.6,206.25,2002,3,台東縣
農業試驗所,21.8,30.3,12.5,118.2,315.17,2002,3,台中市
桃園農改,22.7,30.4,14.2,118.5,325.51,2002,4,桃園市
茶改場,22,32.4,14,137.2,308.98,2002,4,桃園市
五峰站,18.5,28.5,11.4,111,367.95,2002,4,新竹縣
苗栗農改,23.2,33.7,14.7,,*343.51,2002,4,苗栗縣
農業試驗所,24.6,33.5,16.9,124,370.69,2002,4,台中市
臺中農改,24.4,33.5,16.8,214.9,355.76,2002,4,彰化縣
臺大溪頭,,,,,,2002,4,南投縣
雲林分場,24.3,35.9,16,147.9,400.12,2002,4,雲林縣
義竹分場,24.8,34.1,16.1,,572.31,2002,4,嘉義縣
畜試所,25.6,35.5,16.8,182.3,400.79,2002,4,臺南市
恆春畜試,26.3,32.4,20.3,240.3,684.91,2002,4,屏東縣
高雄農改,26.2,32.5,20.2,175,379.86,2002,4,屏東縣
蘭陽分場,23.3,32.1,17.1,129.3,402.15,2002,4,宜蘭縣
花蓮農改,23.9,31.9,15.9,90,384.15,2002,4,花蓮縣
斑鳩分場,23.1,30.5,17.9,73.8,237.45,2002,4,台東縣
桃園農改,25.1,32.6,17.3,98.4,385.68,2002,5,桃園市
茶改場,24.6,34.4,17.2,150.8,380.99,2002,5,桃園市
五峰站,19.9,30.3,14.9,94.7,349.5,2002,5,新竹縣
苗栗農改,26.4,36.1,19.2,,486.54,2002,5,苗栗縣
農業試驗所,26.2,33.5,20.2,103.9,390.67,2002,5,台中市
臺中農改,26.1,33.5,20.7,223.1,385.53,2002,5,彰化縣
臺大溪頭,,,,,,2002,5,南投縣
雲林分場,25.7,34.8,19.6,131.5,427.53,2002,5,雲林縣
義竹分場,26.3,33.7,20.4,,586.83,2002,5,嘉義縣
畜試所,26.9,35.4,20.4,147.7,391.11,2002,5,臺南市
恆春畜試,27.2,32.6,22,173.8,634.3,2002,5,屏東縣
高雄農改,27,33.8,21.7,111.4,334.98,2002,5,屏東縣
蘭陽分場,25.1,32,19.1,120.4,437.68,2002,5,宜蘭縣
花蓮農改,25.3,31.6,19.2,112.6,397.56,2002,5,花蓮縣
斑鳩分場,24.2,36.4,18.1,82.6,275.31,2002,5,台東縣
桃園農改,*27.6,*32.7,*21.4,*151.4,*382.15,2002,6,桃園市
五峰站,21.9,30.1,18.1,107.8,398.36,2002,6,新竹縣
台中農改,28.4,34.5,22.8,238.7,403.06,2002,6,台中市
雲林分場,28.2,37.2,22.7,183.9,435.67,2002,6,雲林縣
義竹分場,28.4,35,22.9,,619.73,2002,6,嘉義縣
高雄農改,28.8,35.1,23.6,193.1,415.22,2002,6,屏東縣
斑鳩分場,26.3,36.3,21.1,90.9,307.74,2002,6,台東縣
花蓮農改,27.1,33.4,22,119.2,434.38,2002,6,花蓮縣
蘭陽分場,26.75,35.7,18.65,117.3,445.47,2002,6,宜蘭縣
茶改場,26.9,33.5,20.9,184,414.56,2002,6,桃園市
畜試所,28.4,36.2,23.3,190.6,394,2002,6,臺南市
恆春畜試,28.1,34.4,22.7,189.1,645.12,2002,6,屏東縣
農業試驗所,28,35.4,22.7,112.8,393.89,2002,6,台中市
苗栗農改,26.95,34.5,19.05,,518.715,2002,6,苗栗縣
臺大溪頭,,,,,,2002,6,南投縣
桃園農改,28.6,34.8,23.9,171.9,465.15,2002,7,桃園市
五峰站,22.4,29.1,18.4,113.4,400.33,2002,7,新竹縣
台中農改,28.5,34.5,23.6,237.3,395.35,2002,7,台中市
雲林分場,28.1,37,22.9,195.7,441.61,2002,7,雲林縣
義竹分場,28.5,35.1,23.7,,574.65,2002,7,嘉義縣
高雄農改,28.3,35.4,23.1,149.6,355.51,2002,7,屏東縣
斑鳩分場,26.9,38.1,21.1,156.5,391.3,2002,7,台東縣
花蓮農改,28,34.2,22,171.6,533.19,2002,7,花蓮縣
蘭陽分場,29.1,39.3,24.2,201.7,595.95,2002,7,宜蘭縣
茶改場,27.7,34.2,22.6,200.9,367.13,2002,7,桃園市
畜試所,28.1,35.6,23.3,175.5,358.46,2002,7,臺南市
恆春畜試,28.6,34,23.8,186.2,630.16,2002,7,屏東縣
農業試驗所,28.4,35.6,23.6,183.6,402.68,2002,7,台中市
苗栗農改,,,,,544.155,2002,7,苗栗縣
臺大溪頭,21,29.2,16.4,,376.06,2002,7,南投縣
桃園農改,28.3,34.6,23.8,205.5,455.28,2002,8,桃園市
茶改場,27.9,34.9,23.1,204.5,341.73,2002,8,桃園市
五峰站,21.9,31.3,18.2,111.3,391.76,2002,8,新竹縣
苗栗農改,26.3,34,21.7,,488.09,2002,8,苗栗縣
農業試驗所,28.4,34.6,23.6,164.7,396.55,2002,8,台中市
臺中農改,28.5,34.3,23.5,230.6,391.95,2002,8,彰化縣
臺大溪頭,20.7,27.3,16.4,,344.57,2002,8,南投縣
雲林分場,28.2,35.9,23,189.1,412.55,2002,8,雲林縣
義竹分場,28.5,35.8,23.5,,561.34,2002,8,嘉義縣
畜試所,27.9,34.6,23.3,164,366.11,2002,8,臺南市
恆春畜試,28.2,34.3,23.6,193.2,593.71,2002,8,屏東縣
高雄農改,28.2,34.3,23.7,163,353.22,2002,8,屏東縣
蘭陽分場,29.4,38.9,24.4,197.2,566.54,2002,8,宜蘭縣
花蓮農改,27.6,33.1,22.8,181.4,540.22,2002,8,花蓮縣
斑鳩分場,26.2,33.3,21.5,163.7,362.27,2002,8,台東縣
桃園農改,26.2,34.1,21.1,185,383.62,2002,9,桃園市
五峰站,19.8,27.7,15.2,79.8,265.12,2002,9,新竹縣
台中農改,27,33.8,21.9,228.9,358.87,2002,9,台中市
雲林分場,26.7,35.7,21.2,174.6,396.01,2002,9,雲林縣
義竹分場,27.8,36.9,21.6,,538.43,2002,9,嘉義縣
高雄農改,27.5,34.5,22.8,141.6,324.48,2002,9,屏東縣
斑鳩分場,24.9,35.9,19.9,101.5,270.17,2002,9,台東縣
花蓮農改,26,32.6,20.9,104.9,373.01,2002,9,花蓮縣
蘭陽分場,25.8,33.8,20.9,115.2,367.94,2002,9,宜蘭縣
茶改場,25.3,33.5,20.8,149.5,272.12,2002,9,桃園市
畜試所,27.1,34.9,21.4,131,339.57,2002,9,臺南市
恆春畜試,27.1,33.5,22.6,167.1,518.87,2002,9,屏東縣
農業試驗所,26.9,34.1,21.5,172.1,368.2,2002,9,台中市
苗栗農改,24.2,31.6,18.6,,452.77,2002,9,苗栗縣
臺大溪頭,19.4,26.7,15.1,,256.85,2002,9,南投縣
桃園農改,23.7,31.3,18.2,147.4,298.5,2002,10,桃園市
茶改場,23.1,32.2,17.2,209.6,226.7,2002,10,桃園市
五峰站,18.4,25.9,13.1,137.6,296.85,2002,10,新竹縣
苗栗農改,22,30,15.6,,392.27,2002,10,苗栗縣
農業試驗所,25,32.7,18.7,159.4,334.56,2002,10,台中市
臺中農改,25,32.1,19.7,224.1,318.47,2002,10,彰化縣
臺大溪頭,18.2,25.9,13,,252.23,2002,10,南投縣
雲林分場,25.1,34.4,19.1,173.5,359.03,2002,10,雲林縣
義竹分場,25.9,35.6,19.3,,513.41,2002,10,嘉義縣
畜試所,25.8,34.2,19.3,143.9,331.52,2002,10,臺南市
恆春畜試,26.7,32.1,22.2,224.3,574.15,2002,10,屏東縣
高雄農改,26.7,34.7,20.9,134.1,285.71,2002,10,屏東縣
蘭陽分場,23.5,31.7,17.8,86.7,267.03,2002,10,宜蘭縣
花蓮農改,24,32.2,19.2,96.8,306.22,2002,10,花蓮縣
斑鳩分場,23.5,31.7,18.1,98.2,240.02,2002,10,台東縣
桃園農改,19.5,27.6,12.8,134.2,233.02,2002,11,桃園市
茶改場,18.8,28.6,11.2,118.7,165.97,2002,11,桃園市
五峰站,14.2,23,5.6,81.6,242.06,2002,11,新竹縣
苗栗農改,18.9,32.1,8.8,,320.43,2002,11,苗栗縣
農業試驗所,21.2,31.5,11.5,158.8,273.58,2002,11,台中市
臺中農改,21.3,31.4,12.7,194.7,260.97,2002,11,彰化縣
臺大溪頭,15.2,26,8.5,,277.1,2002,11,南投縣
雲林分場,20.7,32.2,10.4,161.4,284.68,2002,11,雲林縣
義竹分場,21.8,33.5,11.4,,418.49,2002,11,嘉義縣
畜試所,21.9,31.9,12.6,146.4,294.27,2002,11,臺南市
恆春畜試,24.2,31.6,19.1,180,439.345,2002,11,屏東縣
高雄農改,23.7,32.4,15.6,135.4,265.33,2002,11,屏東縣
蘭陽分場,19.6,29.4,13.4,72.6,196.7,2002,11,宜蘭縣
花蓮農改,20.8,29,12.6,59.9,216.09,2002,11,花蓮縣
斑鳩分場,20.4,30.2,12.9,69.4,173.5,2002,11,台東縣
桃園農改,17.5,30.7,10.7,111.3,200.17,2002,12,桃園市
茶改場,16.9,28.2,9.1,109.4,148.05,2002,12,桃園市
五峰站,12.6,24.4,3.5,90.3,234.96,2002,12,新竹縣
苗栗農改,17.4,31.3,8.7,,267.24,2002,12,苗栗縣
農業試驗所,18.8,32.7,8.1,142.6,237.77,2002,12,台中市
臺中農改,20.2,36.5,11.1,174.9,222.52,2002,12,彰化縣
臺大溪頭,13.5,25.4,5.7,,257.07,2002,12,南投縣
雲林分場,18.6,32.8,9.7,133.8,259.24,2002,12,雲林縣
義竹分場,19.1,33.4,9.7,,357.93,2002,12,嘉義縣
畜試所,19.6,31.8,10.9,129.6,240.5,2002,12,臺南市
恆春畜試,21.55,28,15.6,158.85,422.645,2002,12,屏東縣
高雄農改,21.3,31.5,13.6,112.6,220.94,2002,12,屏東縣
蘭陽分場,18.1,28.5,10.9,88.5,202.4,2002,12,宜蘭縣
花蓮農改,19.4,30.6,10.9,76.3,224.35,2002,12,花蓮縣
斑鳩分場,18.8,28.7,12.3,63.1,154.31,2002,12,台東縣
茶改場,14,25,7.8,170.4,198.46,2003,1,桃園市
桃園農改,14.5,24,8.1,163.2,253.75,2003,1,桃園市
五峰站,9.9,19.6,2.7,113.3,284.57,2003,1,新竹縣
苗栗農改,14,26.2,4.4,,332.07,2003,1,苗栗縣
台中農改,15.7,27.5,7.4,199.7,260.56,2003,1,台中市
臺大溪頭,,,,,,2003,1,南投縣
雲林分場,15.6,29.6,6.6,168.6,289.3,2003,1,雲林縣
義竹分場,15.9,28.3,7.3,,422.69,2003,1,嘉義縣
畜試所,16.5,28.8,8.1,158.6,284.28,2003,1,臺南市
高雄農改,18.8,27.7,11.7,170.2,271.23,2003,1,屏東縣
恆春畜試,20.2,27.8,15.7,*128.9,*345.29,2003,1,屏東縣
蘭陽分場,15.4,25.3,7.5,58.9,186.77,2003,1,宜蘭縣
花蓮農改,16.5,26.2,11.5,,164.29,2003,1,花蓮縣
斑鳩分場,16,25.1,9.9,65.9,157.06,2003,1,台東縣
農業試驗所,15.8,28.5,6.9,182.1,274.52,2003,1,台中市
茶改場,15.5,28,9.1,99,161.13,2003,2,桃園市
桃園農改,15.8,27.7,7.9,88.7,199.47,2003,2,桃園市
五峰站,12.4,23.4,4.1,101.6,292.64,2003,2,新竹縣
苗栗農改,16.6,30.2,5.6,,300.53,2003,2,苗栗縣
台中農改,18.2,28.7,9.1,183.4,270.78,2003,2,台中市
臺大溪頭,13,22.8,6.4,,278.15,2003,2,南投縣
雲林分場,18.4,31.5,8.3,145.3,305.23,2003,2,雲林縣
義竹分場,18.8,29.5,8.6,,440.63,2003,2,嘉義縣
畜試所,19.3,31.1,8.5,157.2,305.16,2003,2,臺南市
高雄農改,21.1,31.6,12.1,159,283.77,2003,2,屏東縣
恆春畜試,22.1,28.7,16,163.1,438.23,2003,2,屏東縣
蘭陽分場,17.4,26.6,10.7,92.4,238.77,2003,2,宜蘭縣
花蓮農改,18.3,27.6,9.4,,240.1,2003,2,花蓮縣
斑鳩分場,18,28.7,9,54.1,154.8,2003,2,台東縣
農業試驗所,18.6,29.5,8.2,152,279.5,2003,2,台中市
桃園農改,17,28.7,10.7,105.6,254.27,2003,3,桃園市
茶改場,16.3,30.2,9.3,104.9,188,2003,3,桃園市
五峰站,12.9,26.3,3.2,69.2,274.87,2003,3,新竹縣
苗栗農改,17.7,32.6,7.9,,351.55,2003,3,苗栗縣
農業試驗所,19.6,32.6,11,129.1,303.59,2003,3,台中市
臺中農改,19.2,31.2,11.9,183.1,299.05,2003,3,彰化縣
臺大溪頭,14.1,25.1,6.6,,279.96,2003,3,南投縣
雲林分場,19.4,33.5,9.7,132.3,341.16,2003,3,雲林縣
義竹分場,19.7,32.4,9.9,,459.39,2003,3,嘉義縣
畜試所,20.5,33.7,10.2,122.6,337,2003,3,臺南市
恆春畜試,22.6,29.5,16.2,170.1,534.66,2003,3,屏東縣
高雄農改,22.3,30.9,13.5,144.6,320.6,2003,3,屏東縣
蘭陽分場,17.8,28.9,10.8,79.4,280.6,2003,3,宜蘭縣
花蓮農改,18.8,29.4,12.5,56.4,238.66,2003,3,花蓮縣
斑鳩分場,18.4,29.1,10.9,45.5,166.85,2003,3,台東縣
茶改場,21.7,32,13.5,133.7,248.68,2003,4,桃園市
桃園農改,22.2,32.5,14.9,121.7,324.74,2003,4,桃園市
五峰站,18.2,28.7,9.5,109.3,356.8,2003,4,新竹縣
苗栗農改,22.7,32.8,14.7,,368.27,2003,4,苗栗縣
台中農改,23.7,31.2,16.2,167.3,299.77,2003,4,台中市
臺大溪頭,17.7,25.5,12.9,,287.16,2003,4,南投縣
雲林分場,24.3,37.7,16.4,100.6,320.5,2003,4,雲林縣
義竹分場,24,31.4,16.6,,457.78,2003,4,嘉義縣
畜試所,24.7,33.2,16.7,96.9,318.54,2003,4,臺南市
高雄農改,25.9,32.8,19.4,114,313.42,2003,4,屏東縣
恆春畜試,25.9,31.7,20,144.5,582.23,2003,4,屏東縣
蘭陽分場,23.7,37.5,15.4,96.6,342.15,2003,4,宜蘭縣
花蓮農改,23.1,30.6,16.1,85.2,327.35,2003,4,花蓮縣
斑鳩分場,22.7,31.7,15.5,66.7,226.34,2003,4,台東縣
農業試驗所,24.1,36.3,16.5,70,304.25,2003,4,台中市
茶改場,24.7,36,17.4,161.1,302.32,2003,5,桃園市
桃園農改,24.2,32.1,18.4,124.9,373.83,2003,5,桃園市
